BR.A	BR.B	BR.C	DR.A	DR.C	DR.D
ofav32218	0	0	1	0	0	0
ofav32219	4	1	5	2	1	6
ofav32221	0	1	0	0	0	0
ofav32239	1	5	2	1	0	3
ofav32244	2	0	0	0	0	0
ofav32246	0	0	0	1	0	0
ofav32250	32	4	22	31	7	19
ofav32253	0	0	0	1	0	0
ofav32254	2	0	5	5	0	4
ofav32259	2	0	3	5	1	1
ofav32261	17	3	11	12	4	7
ofav32264	4	2	8	12	1	2
ofav32266	0	0	0	1	0	0
ofav32269	0	0	2	0	0	1
ofav3227	4	0	2	0	0	1
ofav32274	15	3	16	19	2	11
ofav32275	0	0	0	0	0	0
ofav32280	0	0	1	1	0	2
ofav32285	0	1	3	5	1	4
ofav32286	0	0	3	0	3	2
ofav32287	1	0	8	4	0	1
ofav32290	0	0	2	2	0	1
ofav32291	0	0	4	0	0	1
ofav32294	104	15	105	125	57	118
ofav32295	0	5	0	5	2	4
ofav323	0	0	0	0	0	2
ofav32305	0	0	0	0	0	0
ofav32308	1	3	5	4	0	6
ofav32309	0	1	0	0	1	1
ofav32317	0	2	2	1	0	3
ofav32319	12	3	7	6	1	10
ofav32324	3	9	1	0	0	4
ofav32326	1	0	2	0	0	2
ofav32327	0	0	0	3	0	0
ofav32332	0	0	3	4	0	3
ofav32334	0	1	4	3	1	2
ofav32337	0	0	0	0	0	0
ofav32339	13	1	4	3	0	3
ofav32351	0	0	1	1	0	3
ofav32353	0	0	0	0	0	0
ofav32356	7	22	44	51	16	58
ofav32360	0	0	1	0	0	0
ofav32361	2	1	0	0	0	1
ofav32369	0	0	0	1	0	1
ofav32371	0	0	0	0	0	0
ofav32372	0	0	1	0	0	0
ofav32378	0	0	0	3	0	1
ofav32380	0	0	0	0	0	0
ofav32384	0	0	0	1	0	0
ofav32387	0	3	2	4	2	4
ofav32389	0	0	0	0	0	0
ofav32395	0	0	0	0	0	0
ofav32404	31	3	60	17	5	11
ofav32413	0	0	0	0	0	0
ofav32414	0	0	0	0	0	0
ofav32417	1	0	12	10	3	29
ofav32419	0	0	1	0	0	0
ofav32424	57	37	57	89	31	79
ofav32427	1	0	0	1	1	6
ofav32429	53	29	45	52	31	52
ofav32432	0	0	0	0	0	0
ofav32433	3	5	4	6	3	1
ofav32434	9	2	62	76	35	147
ofav32436	0	1	2	1	0	3
ofav32445	0	0	1	3	0	0
ofav32446	0	0	0	0	0	0
ofav32450	0	0	0	0	0	0
ofav32451	1	4	2	2	2	0
ofav32452	0	0	0	1	0	0
ofav32456	0	0	0	0	0	2
ofav32463	0	0	1	1	4	2
ofav32466	0	0	0	0	0	0
ofav32468	0	0	0	0	0	0
ofav32480	0	1	7	3	6	2
ofav32487	454	66	236	248	122	229
ofav32490	79	34	113	179	47	140
ofav32493	1	0	2	2	0	0
ofav32496	28	4	16	23	8	19
ofav32497	0	0	1	0	0	0
ofav32498	3	5	5	5	1	8
ofav32510	0	0	4	0	1	4
ofav32519	4	0	2	13	0	7
ofav32533	79	17	131	168	36	139
ofav32539	20	8	87	114	35	129
ofav3254	0	0	0	0	0	1
ofav32540	0	0	0	0	0	0
ofav32541	0	1	1	1	0	0
ofav32545	0	0	0	0	0	0
ofav32549	0	0	2	1	0	0
ofav32550	394	38	185	153	76	157
ofav32551	9	0	14	9	5	13
ofav32552	59	24	83	97	43	77
ofav32555	0	0	0	1	0	0
ofav32595	0	1	2	2	0	3
ofav32602	8	0	11	6	2	6
ofav32609	0	0	0	0	0	0
ofav3261	0	0	0	0	0	0
ofav32615	0	0	0	0	0	0
ofav32616	0	0	0	0	0	0
ofav3262	2	0	12	5	0	6
ofav32626	69	19	191	231	92	254
ofav32649	0	0	3	1	0	1
ofav32659	0	0	0	0	0	0
ofav32661	0	0	2	0	0	2
ofav32665	0	0	0	0	0	1
ofav32669	0	0	6	1	1	5
ofav32671	0	0	0	0	0	0
ofav3268	0	0	2	3	0	4
ofav32680	1	2	4	8	0	6
ofav32682	0	0	0	0	0	3
ofav32683	0	0	0	0	0	1
ofav32688	1	0	1	2	0	4
ofav32691	0	0	0	0	0	0
ofav32697	2	1	6	1	0	3
ofav3270	0	0	0	0	1	0
ofav32700	5	0	1	2	0	0
ofav32702	0	1	13	10	2	3
ofav32705	61	48	91	142	43	138
ofav32709	13	5	19	6	0	7
ofav32710	0	0	1	2	0	0
ofav32715	0	0	0	1	0	0
ofav32716	0	0	1	2	1	3
ofav32722	0	0	0	0	0	0
ofav32725	0	0	3	1	0	2
ofav32726	0	0	1	2	1	4
ofav32731	0	0	0	0	0	0
ofav32735	0	0	1	0	0	0
ofav32736	10	4	35	29	2	59
ofav32751	0	0	1	3	2	2
ofav32753	0	0	26	12	8	17
ofav32757	3	0	0	0	0	1
ofav32760	1	0	2	1	1	2
ofav32770	0	0	1	0	1	0
ofav32772	0	0	0	0	0	0
ofav32773	3	1	3	6	0	4
ofav32776	0	0	0	0	0	0
ofav32778	0	0	0	0	0	0
ofav32780	0	0	0	0	0	0
ofav32785	0	0	1	0	0	0
ofav32790	2	0	1	0	0	2
ofav32791	61	21	48	35	4	17
ofav32793	0	0	0	0	0	0
ofav32794	0	0	0	0	0	0
ofav32800	0	0	0	0	0	0
ofav32808	0	0	0	0	0	0
ofav32809	0	0	0	0	0	0
ofav32811	37	11	38	35	1	15
ofav32817	0	0	0	0	0	0
ofav32825	0	0	1	0	1	0
ofav32829	1	2	2	5	0	4
ofav32832	7	1	3	0	0	3
ofav32834	1	0	0	0	0	1
ofav32841	0	0	1	3	1	2
ofav32847	0	0	0	0	0	0
ofav32848	0	0	0	0	0	0
ofav32850	0	0	0	0	0	0
ofav32853	29	4	28	15	4	15
ofav32855	0	0	0	0	0	0
ofav32857	0	2	1	6	1	10
ofav32861	1	0	2	0	0	0
ofav32868	0	3	1	0	0	0
ofav3287	0	1	0	0	0	0
ofav32875	0	0	2	2	1	2
ofav32879	0	0	1	0	0	0
ofav32890	17	3	20	48	20	40
ofav32898	0	0	0	0	0	0
ofav32900	1	0	1	6	6	4
ofav32902	0	4	2	0	1	2
ofav32904	0	1	1	1	0	0
ofav32907	0	0	0	3	0	0
ofav32915	0	0	0	0	0	0
ofav32918	26	1	31	42	11	26
ofav32923	0	0	1	0	2	0
ofav32926	0	0	0	2	0	0
ofav32940	1	0	7	6	1	8
ofav32943	8	5	8	7	0	19
ofav3296	3	0	0	2	0	2
ofav32966	40	7	39	34	3	21
ofav32967	4	0	6	3	0	3
ofav32968	7	2	2	3	4	2
ofav32975	3	4	3	0	4	5
ofav32977	69	5	30	26	3	16
ofav32978	4	0	1	2	2	4
ofav32984	0	0	3	0	0	1
ofav32987	40	1	14	14	10	12
ofav32989	1	0	0	0	0	0
ofav33002	0	0	0	0	0	0
ofav33005	0	0	0	1	0	1
ofav33008	0	0	0	0	0	0
ofav33011	0	0	0	1	1	1
ofav33016	0	0	3	0	0	2
ofav33017	0	0	2	0	0	1
ofav33018	0	0	0	0	0	0
ofav33020	1	1	2	1	0	5
ofav33028	1	0	4	4	0	3
ofav33032	0	0	0	1	3	0
ofav33039	0	0	2	1	1	1
ofav33041	0	0	7	2	4	6
ofav33045	0	0	1	1	1	2
ofav33054	2	2	10	3	3	9
ofav33055	0	0	1	0	0	0
ofav33060	0	1	0	0	0	0
ofav33068	2	0	10	3	5	9
ofav33071	0	0	0	0	0	1
ofav33074	0	0	4	10	5	15
ofav33082	1	0	1	2	0	0
ofav33083	0	0	1	0	0	1
ofav33105	0	0	0	0	0	0
ofav33120	0	0	0	1	0	0
ofav33122	0	1	1	0	0	3
ofav33123	3	2	6	15	7	13
ofav33124	0	0	0	1	0	3
ofav33125	0	0	0	1	0	0
ofav33128	0	0	1	1	0	4
ofav33139	0	0	3	1	0	2
ofav33144	1	3	4	3	5	6
ofav33158	0	0	0	0	1	2
ofav33162	5	1	8	11	0	5
ofav33164	0	0	0	0	0	1
ofav33182	0	0	0	0	0	0
ofav33185	0	0	1	0	0	0
ofav33197	0	0	3	1	0	2
ofav33203	0	0	1	0	0	0
ofav33206	1	0	3	8	6	4
ofav33213	0	0	1	2	1	2
ofav33217	0	0	1	0	0	0
ofav33218	0	0	2	0	0	2
ofav33225	0	0	0	0	0	0
ofav33227	31	6	25	27	5	22
ofav33233	0	0	0	0	0	0
ofav33238	1	1	14	12	6	39
ofav33244	0	0	0	0	0	0
ofav33268	6	1	4	2	1	3
ofav33271	0	0	1	0	1	0
ofav33275	0	0	1	0	2	1
ofav33278	0	0	0	1	0	0
ofav33280	26	11	21	29	8	16
ofav33286	0	1	2	3	7	1
ofav33292	0	2	2	1	1	4
ofav33295	0	0	1	2	0	2
ofav333	1	0	1	4	0	4
ofav33300	0	0	1	0	0	0
ofav33306	13	1	31	34	15	23
ofav33312	1	0	0	0	2	0
ofav33314	0	0	0	3	2	1
ofav33319	0	0	1	3	0	0
ofav33326	0	0	1	2	2	1
ofav33327	0	0	1	0	0	0
ofav33334	0	0	0	0	0	0
ofav33336	0	1	0	0	0	0
ofav33338	0	0	0	0	0	0
ofav33345	0	0	0	0	0	1
ofav33348	0	0	4	2	0	0
ofav33350	13	1	18	21	3	24
ofav33353	0	0	4	2	0	2
ofav33363	0	0	0	0	0	1
ofav33373	0	0	1	2	0	4
ofav33382	0	0	3	0	3	9
ofav33383	3	0	7	9	5	6
ofav33384	3	7	6	5	0	10
ofav33386	24	2	20	11	3	11
ofav33388	6	2	3	10	1	5
ofav33392	0	2	0	0	0	0
ofav33400	0	0	1	0	0	0
ofav33410	20	3	12	7	3	9
ofav33411	0	0	1	1	1	0
ofav33414	0	3	0	4	1	2
ofav33416	2	0	0	2	0	9
ofav33418	0	0	2	1	0	1
ofav33421	1	0	0	0	2	0
ofav33426	0	0	0	0	0	0
ofav33428	2	0	3	1	0	1
ofav33431	0	0	1	1	0	0
ofav33434	9	1	3	5	4	6
ofav33451	0	0	1	3	0	1
ofav33456	3	1	1	3	0	2
ofav33459	0	0	2	6	0	5
ofav33465	0	1	1	3	1	4
ofav33467	0	0	0	2	0	1
ofav33468	0	0	0	0	0	0
ofav33476	0	0	0	0	4	3
ofav33483	8	0	0	3	2	1
ofav33486	2	3	3	15	5	4
ofav33488	0	0	4	2	1	0
ofav33490	0	2	2	3	1	3
ofav33497	0	3	4	4	1	4
ofav33505	0	0	2	5	1	4
ofav33510	30	4	76	96	49	91
ofav33515	0	0	0	0	0	4
ofav33519	0	0	2	0	0	0
ofav33523	0	0	2	1	0	4
ofav33524	0	0	0	1	0	0
ofav3353	0	0	1	0	0	0
ofav33540	0	0	0	0	0	1
ofav33545	2	0	4	2	4	5
ofav33549	0	0	0	0	0	2
ofav3355	2	0	0	0	0	0
ofav33555	27	0	11	12	0	10
ofav33556	0	0	4	3	0	2
ofav33567	0	0	3	4	2	1
ofav33570	0	0	6	2	1	4
ofav33573	0	4	4	2	1	3
ofav33576	0	0	3	1	0	0
ofav33578	2	0	1	1	0	0
ofav33583	0	1	3	10	2	2
ofav33585	0	0	0	0	0	0
ofav33586	0	0	2	1	0	3
ofav33589	38	3	10	12	1	10
ofav33593	0	0	0	0	0	0
ofav33596	0	0	3	4	0	2
ofav33601	2	1	1	6	0	2
ofav33610	0	0	4	5	4	3
ofav33612	1	1	3	4	1	3
ofav33615	3	0	2	3	0	1
ofav33622	4	1	8	4	2	12
ofav33625	1	0	1	2	0	1
ofav33626	0	0	0	0	0	0
ofav33628	0	0	4	3	2	5
ofav3363	2	0	1	0	2	0
ofav33633	0	0	0	0	0	0
ofav33638	12	13	29	32	17	43
ofav33650	0	0	1	0	0	0
ofav33653	0	0	2	0	0	2
ofav33654	0	0	1	6	0	2
ofav33662	0	0	0	0	0	1
ofav33663	0	0	1	3	0	2
ofav33667	0	0	0	0	0	0
ofav33668	3	0	3	1	0	1
ofav33688	1	0	1	0	1	0
ofav33689	5	0	3	2	2	3
ofav33690	0	0	0	1	0	2
ofav33695	1	0	2	2	0	1
ofav33697	0	1	2	4	0	2
ofav33712	0	3	4	0	0	5
ofav33713	0	0	2	2	0	1
ofav33729	0	0	0	0	0	2
ofav33737	0	0	3	3	0	5
ofav33742	0	2	6	5	1	3
ofav33744	0	0	0	0	0	0
ofav33745	14	2	17	44	8	19
ofav33747	0	0	1	0	0	1
ofav33750	8	3	24	12	3	20
ofav33754	0	0	4	3	0	4
ofav33756	0	0	2	1	0	2
ofav3376	0	0	5	0	0	1
ofav33764	7	3	1	1	0	2
ofav33771	1	1	4	3	1	1
ofav33774	0	0	1	9	0	4
ofav33783	0	0	3	1	0	0
ofav33790	0	0	0	0	0	0
ofav33791	3	1	8	10	5	7
ofav33793	0	0	0	0	0	0
ofav33810	1	0	2	1	0	0
ofav33812	0	0	0	1	0	0
ofav33815	0	0	0	0	0	0
ofav33821	0	0	0	1	0	0
ofav33822	0	0	0	0	0	0
ofav33823	0	0	0	2	0	0
ofav33825	1	0	4	0	0	0
ofav33826	0	0	0	0	0	0
ofav33839	0	0	0	0	0	0
ofav33842	0	0	0	0	0	0
ofav33845	4	0	2	3	0	0
ofav33846	0	0	0	0	0	0
ofav33852	0	1	1	4	0	3
ofav33854	0	0	1	0	0	0
ofav33864	0	0	0	0	0	2
ofav33867	0	3	6	1	0	0
ofav33874	42	3	23	39	17	32
ofav33882	11	2	13	22	4	17
ofav33886	3	0	8	5	1	7
ofav33890	0	0	0	0	0	1
ofav33891	0	0	4	6	1	2
ofav33904	1	0	8	2	0	3
ofav33905	1	0	0	1	0	2
ofav33909	25	14	25	19	8	24
ofav33913	0	0	0	0	0	0
ofav33916	0	0	0	0	0	0
ofav33939	1	0	5	2	0	6
ofav33949	29	5	23	13	10	16
ofav33954	0	0	1	4	1	6
ofav33957	0	0	0	0	0	0
ofav33964	0	0	0	0	0	0
ofav33970	6	2	1	2	0	0
ofav33971	0	0	0	0	0	0
ofav33974	0	0	0	0	0	0
ofav33991	0	0	0	0	0	0
ofav3400	0	0	0	0	0	0
ofav34001	1	0	0	1	0	0
ofav34014	3	0	5	4	1	7
ofav34017	0	0	0	0	0	0
ofav34026	7	1	15	18	7	15
ofav34028	0	2	2	0	0	1
ofav3403	0	0	0	1	0	1
ofav34034	0	0	0	0	0	0
ofav34035	0	0	0	0	0	0
ofav34038	0	0	0	1	0	0
ofav34043	0	0	7	6	1	7
ofav34044	0	0	3	1	0	1
ofav34048	44	5	37	27	1	17
ofav34049	1	0	5	8	2	13
ofav34050	0	0	1	0	0	0
ofav34051	0	0	1	0	0	0
ofav34054	1	0	1	0	0	1
ofav34060	0	1	1	5	1	1
ofav34067	0	0	0	0	0	0
ofav34068	0	0	0	1	0	1
ofav34076	0	0	0	2	0	2
ofav34083	0	0	0	0	0	2
ofav34091	12	7	34	15	9	31
ofav34092	1	1	9	12	3	23
ofav34094	0	0	1	0	0	0
ofav34096	0	0	5	1	0	8
ofav34116	0	0	0	0	0	0
ofav34118	0	1	2	4	1	5
ofav34123	0	0	0	0	0	0
ofav34125	7	0	19	5	1	21
ofav34137	1	2	0	0	1	1
ofav34144	10	11	12	41	6	24
ofav34145	1	0	2	8	1	7
ofav34153	11	0	1	2	0	2
ofav34156	22	1	15	5	0	4
ofav34169	1	0	0	1	0	2
ofav34173	4	0	1	1	0	2
ofav34174	0	0	0	0	0	0
ofav34175	0	0	0	2	1	0
ofav34176	0	0	0	0	0	0
ofav34178	3	2	3	4	4	1
ofav34179	0	1	6	6	3	9
ofav34180	0	0	1	0	0	0
ofav34182	0	0	3	4	0	11
ofav34189	25	0	57	24	7	68
ofav34190	0	0	0	2	0	2
ofav34195	2	0	3	8	2	4
ofav34201	3	0	2	4	1	5
ofav34202	0	1	2	1	0	2
ofav34213	0	0	0	2	0	1
ofav34214	0	1	0	0	0	0
ofav34234	4	2	4	4	0	13
ofav34235	0	1	1	1	1	1
ofav34241	0	0	0	0	1	0
ofav34243	2	0	0	0	0	0
ofav34248	0	0	5	5	4	1
ofav34253	5	1	4	7	2	6
ofav34254	8	1	19	11	0	19
ofav34256	9	1	2	0	1	2
ofav34259	20	8	26	20	8	16
ofav34263	0	0	0	0	0	0
ofav34266	0	4	1	0	1	0
ofav34269	11	1	16	8	2	4
ofav34274	21	6	28	17	4	14
ofav34284	0	0	0	0	0	0
ofav34287	0	0	1	0	0	0
ofav34290	6	1	3	14	4	7
ofav34297	0	0	0	0	0	0
ofav34301	0	0	0	0	0	0
ofav34306	0	0	2	1	0	0
ofav3431	0	0	0	0	0	1
ofav34312	0	1	2	1	1	4
ofav34314	0	0	0	0	0	0
ofav34321	0	0	4	2	0	1
ofav34327	0	0	0	1	0	1
ofav34338	0	3	0	3	1	3
ofav34348	7	1	18	15	0	18
ofav34358	0	0	1	2	0	5
ofav34362	1	0	4	1	0	0
ofav34376	0	0	0	2	1	0
ofav34385	554	115	644	567	164	377
ofav34387	15	12	15	17	5	28
ofav34388	1	0	13	11	7	14
ofav3439	0	0	0	0	0	0
ofav34395	9	0	3	3	4	4
ofav34404	0	0	0	0	0	0
ofav34405	2	0	6	9	0	0
ofav34408	0	1	4	5	1	4
ofav34411	0	0	0	1	0	0
ofav34415	0	0	0	0	0	0
ofav34417	0	1	1	2	2	1
ofav34418	0	0	0	2	4	3
ofav34428	0	0	0	0	0	0
ofav34432	0	0	0	0	0	0
ofav34435	2	0	4	3	0	2
ofav34436	0	0	0	0	0	1
ofav34440	12	6	15	12	2	23
ofav34445	0	0	0	0	0	0
ofav34448	1	6	34	16	1	4
ofav34450	0	1	0	0	0	0
ofav34451	4	4	3	5	3	2
ofav34452	0	0	0	0	0	1
ofav34456	1	3	9	4	3	7
ofav34459	2	0	1	0	0	0
ofav34463	4	0	6	12	2	10
ofav34477	12	2	2	18	2	16
ofav34484	0	2	1	0	0	0
ofav34485	0	0	0	0	0	1
ofav3449	1	0	0	0	0	0
ofav34493	0	0	2	6	0	1
ofav34495	0	0	0	0	0	0
ofav34502	2	7	11	15	9	49
ofav34511	0	0	1	0	0	0
ofav34513	0	0	0	0	0	0
ofav34516	0	0	0	0	0	0
ofav34520	0	0	0	0	0	3
ofav34521	0	0	0	0	0	0
ofav34525	0	0	1	1	0	0
ofav34541	10	6	8	7	3	11
ofav34542	0	1	0	0	0	2
ofav34543	4	2	9	16	6	8
ofav34544	0	0	0	0	0	0
ofav34546	1	0	0	1	0	0
ofav34548	0	0	0	2	0	0
ofav34555	0	0	5	2	0	0
ofav34556	0	0	0	0	1	1
ofav34558	4	1	2	2	5	7
ofav34559	33	13	34	37	12	24
ofav34560	0	0	0	0	0	0
ofav34578	6	1	8	6	9	3
ofav3458	0	0	2	3	0	0
ofav34583	3	0	1	2	0	0
ofav3459	0	0	0	0	0	1
ofav34590	32	7	50	54	18	55
ofav34592	0	0	2	0	0	0
ofav34596	0	0	2	0	0	0
ofav34598	0	0	0	1	1	0
ofav34599	0	0	0	0	0	0
ofav346	0	0	0	0	1	0
ofav34609	0	0	2	0	0	1
ofav34611	0	0	15	6	6	10
ofav34616	0	0	0	0	0	2
ofav34621	0	0	1	0	0	0
ofav34627	17	1	18	13	3	28
ofav34630	1	0	1	2	0	1
ofav34631	0	0	1	2	1	2
ofav34633	1	1	5	6	1	13
ofav34634	1	0	6	6	1	4
ofav34639	0	0	1	0	0	0
ofav34644	0	0	1	1	1	0
ofav34645	14	4	27	14	2	20
ofav3465	0	0	0	0	0	1
ofav34650	20	2	8	6	0	5
ofav34661	0	0	0	0	0	0
ofav34664	0	1	0	0	0	0
ofav34672	0	0	2	5	4	3
ofav34677	18	1	2	5	0	5
ofav34678	8	0	6	7	0	5
ofav34679	2	1	3	4	0	3
ofav34686	3	4	7	12	2	9
ofav34696	0	0	0	0	0	0
ofav34698	1	0	5	5	2	1
ofav34708	0	0	0	0	0	0
ofav34710	2	1	3	7	0	2
ofav34711	1	0	3	1	0	1
ofav34713	2	1	7	7	1	6
ofav34714	1	0	2	0	0	0
ofav34717	0	0	0	0	0	0
ofav34723	6	0	1	0	0	2
ofav34724	0	0	1	2	0	0
ofav34726	0	0	0	1	2	3
ofav34737	0	0	1	0	0	0
ofav34748	2	0	6	1	0	3
ofav34756	0	0	2	0	2	1
ofav34758	0	0	0	0	0	1
ofav34765	2	0	0	0	0	0
ofav34769	3	0	2	6	0	0
ofav34770	0	0	0	1	0	0
ofav34773	0	0	0	0	0	0
ofav34786	16	4	29	19	2	15
ofav3479	0	0	0	0	0	0
ofav34791	0	0	5	0	1	1
ofav34792	0	0	4	3	0	2
ofav34793	0	0	1	1	0	0
ofav34797	0	0	0	1	1	0
ofav34807	5	2	14	17	5	15
ofav34808	0	0	1	0	0	0
ofav34810	0	0	0	0	0	0
ofav34811	2	0	1	1	1	0
ofav34817	0	0	1	0	0	3
ofav34819	0	0	0	0	0	0
ofav34822	0	0	0	0	0	0
ofav34823	0	0	0	0	0	0
ofav34824	1	0	1	0	0	5
ofav34827	0	10	3	3	4	2
ofav34835	21	13	0	0	1	1
ofav34840	3	0	4	5	0	6
ofav34841	1	0	3	4	1	2
ofav34855	0	0	0	0	0	0
ofav34862	0	0	0	0	0	0
ofav34868	2	1	3	5	3	9
ofav34870	0	0	1	0	0	0
ofav34871	0	0	0	2	0	0
ofav34872	0	0	1	0	0	0
ofav34874	1	0	5	2	0	6
ofav34879	0	0	0	0	0	0
ofav34892	0	1	0	3	0	3
ofav34895	0	0	1	0	0	0
ofav3490	0	1	1	0	0	0
ofav34901	0	0	0	0	0	0
ofav34905	0	0	0	0	0	0
ofav34906	8	8	10	13	2	12
ofav34922	0	0	0	1	0	0
ofav34925	4	5	5	4	4	8
ofav34928	2	2	5	14	1	8
ofav34932	0	0	0	0	0	1
ofav34935	2	0	2	1	0	4
ofav34936	0	0	0	0	0	0
ofav34951	4	0	4	3	1	1
ofav34958	6	0	5	3	2	10
ofav34963	0	0	0	0	0	0
ofav34967	0	0	1	0	0	0
ofav34973	0	0	0	0	0	0
ofav34983	0	0	2	2	2	6
ofav34988	0	0	0	1	1	0
ofav34997	0	0	1	2	0	1
ofav34998	0	0	0	0	0	0
ofav35006	0	0	1	0	0	0
ofav35009	10	3	8	4	4	4
ofav35015	0	0	0	0	0	0
ofav35023	8	0	13	13	3	33
ofav35027	1	0	2	1	0	1
ofav35032	1	2	4	5	4	5
ofav35034	9	0	4	3	2	3
ofav35037	5	0	1	0	0	1
ofav35038	0	0	1	0	0	0
ofav35043	0	0	1	0	0	0
ofav35047	0	0	0	1	0	0
ofav35048	12	3	9	7	4	18
ofav35062	0	0	0	0	0	0
ofav35063	0	0	0	0	0	0
ofav35067	0	1	3	6	3	19
ofav35069	1	0	7	5	5	5
ofav35079	1	0	6	5	2	4
ofav35081	0	0	0	0	1	0
ofav35093	0	0	8	0	0	0
ofav35099	0	0	5	0	3	3
ofav35101	2	2	11	18	6	14
ofav35102	0	0	0	0	0	0
ofav35106	0	0	0	0	0	0
ofav35118	0	1	2	0	0	1
ofav35122	0	2	1	0	0	1
ofav35127	0	0	2	0	8	5
ofav35128	1	0	0	1	0	0
ofav35131	0	0	0	0	1	0
ofav35132	0	0	3	0	0	2
ofav35136	0	3	5	1	3	1
ofav35142	2	0	24	18	10	28
ofav35143	0	0	0	0	0	0
ofav35145	0	0	0	0	0	0
ofav35146	0	0	0	0	0	0
ofav3515	0	0	0	0	0	0
ofav35152	1	0	0	0	0	1
ofav35166	3	0	3	5	0	1
ofav35168	2	0	2	5	1	8
ofav35170	4	0	0	0	0	1
ofav35172	0	0	0	0	0	2
ofav35174	9	7	47	36	8	27
ofav35190	0	0	1	0	0	0
ofav35197	1	1	1	1	0	1
ofav35216	1	1	1	0	1	5
ofav35217	0	0	13	0	0	8
ofav35222	0	0	0	0	0	0
ofav35228	0	0	0	0	0	0
ofav35243	7	0	1	8	6	6
ofav35252	0	0	0	2	0	0
ofav35254	2	0	7	1	0	1
ofav35256	0	0	2	2	0	3
ofav35258	0	0	0	0	0	0
ofav35267	0	0	1	1	0	0
ofav35270	0	0	0	0	0	0
ofav35275	0	1	0	0	0	0
ofav35276	6	2	5	8	3	15
ofav35281	2	0	0	1	0	0
ofav35284	0	0	0	0	0	1
ofav35285	0	0	0	3	0	1
ofav35289	3	5	16	2	2	3
ofav35297	32	11	9	21	6	10
ofav35302	1	3	6	14	2	13
ofav35306	0	0	1	0	0	0
ofav35307	0	0	0	0	1	1
ofav35309	12	5	20	20	4	12
ofav35317	5	7	5	9	1	2
ofav35333	3	0	10	11	2	4
ofav35339	0	0	1	2	0	1
ofav35340	0	0	0	0	0	1
ofav35351	3	0	3	3	1	5
ofav35352	0	0	0	0	0	0
ofav35363	0	0	0	0	3	1
ofav35366	0	0	3	0	0	2
ofav35368	21	13	27	14	3	23
ofav35369	0	0	0	0	2	0
ofav35371	4	0	1	3	0	2
ofav35372	2	0	0	0	0	0
ofav35379	0	0	0	0	2	1
ofav35382	0	0	7	3	0	4
ofav35388	6	0	4	11	5	5
ofav35392	4	0	6	2	0	9
ofav35393	0	0	3	2	2	5
ofav35396	0	0	5	0	0	1
ofav35397	0	0	0	0	0	0
ofav35406	0	0	0	0	0	0
ofav35407	4	0	4	7	2	4
ofav35408	0	3	40	33	9	15
ofav35411	0	0	0	0	0	0
ofav35414	9	0	5	2	3	0
ofav35415	0	0	1	0	0	0
ofav3542	0	0	0	1	0	1
ofav35423	0	0	2	2	0	3
ofav35429	46	3	34	68	25	52
ofav35434	0	0	0	0	0	0
ofav35439	1	0	1	3	3	3
ofav35449	0	0	1	3	1	2
ofav35452	0	0	1	0	0	0
ofav35453	2	0	2	0	0	0
ofav35458	0	0	2	1	0	1
ofav35460	17	0	15	26	3	20
ofav35465	0	1	5	9	1	8
ofav35467	0	0	1	0	0	0
ofav3547	0	0	0	1	0	0
ofav35475	0	0	3	0	0	3
ofav35476	28	1	17	7	4	8
ofav35477	0	0	0	0	0	0
ofav35482	2	0	1	0	0	0
ofav35484	0	0	0	0	0	0
ofav35494	7	1	19	17	10	25
ofav35499	0	0	4	5	0	2
ofav35500	0	0	1	0	0	0
ofav35505	1	0	1	1	0	0
ofav35508	24	8	32	35	7	36
ofav3553	0	0	0	2	0	0
ofav35545	0	0	1	0	0	3
ofav35546	7	3	5	8	1	5
ofav35547	14	1	6	9	4	12
ofav35552	0	0	0	0	0	0
ofav35553	0	1	1	0	0	1
ofav35555	0	1	4	1	1	1
ofav35559	0	0	5	1	0	6
ofav35566	6	4	19	25	10	16
ofav35571	0	0	8	7	3	0
ofav35591	0	0	0	0	0	0
ofav35596	0	0	0	0	0	1
ofav35600	0	0	4	5	4	5
ofav35602	7	1	3	4	0	9
ofav35608	0	0	2	2	5	3
ofav35610	7	1	17	13	1	3
ofav35623	18	1	36	32	2	34
ofav35627	0	0	0	0	0	0
ofav35632	0	0	0	0	0	0
ofav35635	7	0	36	55	11	29
ofav35655	0	0	7	1	0	3
ofav35659	30	6	22	14	4	17
ofav3566	0	0	0	1	0	0
ofav35665	90	2	25	18	2	7
ofav35666	0	0	5	6	0	2
ofav35668	0	0	3	1	1	2
ofav35671	0	0	0	0	0	1
ofav35676	0	0	0	0	0	0
ofav35677	11	10	27	55	14	46
ofav35680	0	0	0	0	0	0
ofav35683	0	0	1	0	0	0
ofav35684	0	0	0	0	0	0
ofav35685	3	0	1	0	1	1
ofav35686	2	0	5	3	1	3
ofav35687	0	0	3	5	2	3
ofav35688	0	1	0	0	0	1
ofav35690	3	0	4	0	0	2
ofav35691	0	0	0	2	0	0
ofav35692	1	0	3	7	0	2
ofav35703	0	0	0	0	0	0
ofav35710	0	0	0	0	0	0
ofav35714	0	1	2	4	1	10
ofav35716	0	0	0	3	1	3
ofav35723	0	0	0	0	0	0
ofav35724	22	0	12	3	0	3
ofav35725	22	6	13	14	5	23
ofav35726	4	3	3	2	1	1
ofav35728	0	0	1	0	0	0
ofav35729	3	0	5	3	2	7
