,B,B,B,D,D,D,pval.BD,padj.BD
ofav100578,-0.400916320833033,-0.216691543079042,-0.143988628971857,-0.657531427368354,-0.272109837908039,-0.331160569428541,0.805976762838672,NA
ofav10058,-0.181644492389736,0.0388206291743654,0.0828408101546911,-0.176724275812248,-0.0274994459822213,-0.0432819631659737,0.913847910352079,NA
ofav100589,-0.503607884705121,-0.353340457282759,-0.563181610237805,-0.45160416671912,-0.398543739368993,-0.54036441366514,0.984074700456654,NA
ofav100591,-1.37005852755929,-1.3507448893181,-1.40569915486297,-1.4057057289689,-1.35655479671123,-1.39503646645257,0.787349549197328,NA
ofav100596,-0.383596617114685,-0.203324382278571,-0.204927595582371,-0.317921564759536,-0.257553677498408,-0.541895522688701,0.84805894199803,NA
ofav10061,-0.919548440679372,-0.841494958207085,-0.954003790728658,-1.04164759334008,-0.864974920874515,-0.972135870973819,0.781930943186601,NA
ofav100636,-0.863762692249961,-0.775330736446068,-0.949308378671896,-0.999973738796359,-0.801932740035343,-0.852352041973898,0.933861927882152,NA
ofav10065,-1.14718758990915,-1.10162768514933,-1.19575710308146,-1.19731507489466,-1.11533296554181,-1.2247539377747,0.753985673394504,NA
ofav100658,-0.892025748610969,-0.81095260385173,-0.927469217443731,-0.973112494200807,-0.835340938003943,-0.980622924032806,0.795539496446555,NA
ofav100664,-0.882463716210733,-0.797419715611187,-0.877179627461057,-0.964265919008747,-0.823002558245725,-1.016870250705,0.683352854870823,NA
ofav100681,-0.903990496182573,-0.821914180927294,-0.898943542197824,-1.03426714617571,-0.846604287723725,-0.991919270616839,0.66385395459807,NA
ofav100694,-1.37005852755929,-1.3507448893181,-1.40569915486297,-1.4057057289689,-1.35655479671123,-1.39503646645257,0.787349549197328,NA
ofav1007,-0.693481842115137,-0.576073151897906,-0.801474205067507,-0.804932822465607,-0.611391904832615,-0.641245236648995,0.986300111949524,NA
ofav10070,2.19460594897915,2.83929200610112,2.52487663638066,3.02990176723055,4.00894870611235,2.22919343226043,0.404463482802096,NA
ofav100748,0.733398496663954,2.2727562775264,2.45675284246139,2.05072340303067,2.10123500173143,0.553496735491206,0.686018163125919,NA
ofav100755,-0.512610563378245,-0.360176760472378,-0.390080153498909,-0.650067910237159,-0.406031729246575,-0.550306217635126,0.815477872582779,NA
ofav100762,-1.02957270813915,-0.967761225933475,-1.09314496095183,-1.09523614560482,-0.986355287961688,-1.1019837865464,0.836301081237578,NA
ofav10079,-0.431380506712306,-0.264844904226128,-0.302851118875416,-0.436865756610614,-0.314941960825258,-0.527626038082575,0.866668128218311,NA
ofav100825,-0.71726330631199,-0.604559187480792,-0.820586125033371,-0.673160103123421,-0.638462716430466,-0.833939301351992,0.998763502258284,NA
ofav100839,-0.0208315818198466,0.260695841516012,0.80054862430841,0.0497044530059598,0.176007071964563,-0.0164599016847916,0.692428954153058,NA
ofav100854,0.937608531170655,1.37153877281442,2.82176753829087,2.76422435351958,1.23097815953064,2.89191973966767,0.652859859317515,NA
ofav10087,-0.892025748610969,-0.81095260385173,-0.927469217443731,-0.973112494200807,-0.835340938003943,-0.980622924032806,0.795539496446555,NA
ofav10088,-0.945224556958986,-0.87126490871488,-1.0161478219606,-1.06549058648477,-0.893513368676733,-0.962358801575334,0.885175497169908,NA
ofav100898,-0.809841396692724,-0.71006504838708,-0.766144317842962,-0.959955068806286,-0.740079659639573,-0.91123357980398,0.638381455257598,NA
ofav100922,-1.31492607793034,-1.29051195427849,-1.34220480505448,-1.35876045518451,-1.29785618407768,-1.35879060374918,0.572614291503488,NA
ofav100929,-0.549517779298449,-0.406213964339898,-0.486677928057721,-0.554096077786426,-0.449322460191082,-0.689973171992629,0.855346238651663,NA
ofav100939,-0.89754282294198,-0.81747723484791,-0.975285494894886,-0.937126282213256,-0.841562476913336,-0.98517112978151,0.90579503308236,NA
ofav100940,-0.416625839483697,-0.23945595406069,-0.16772071246682,-0.57407489773588,-0.292752003945484,-0.46018981293776,0.771970935121666,NA
ofav100995,-0.512610563378245,-0.360176760472378,-0.390080153498909,-0.650067910237159,-0.406031729246575,-0.550306217635126,0.815477872582779,NA
ofav1010,-1.14669905591687,-1.09997562066932,-1.16806096979233,-1.22633759912602,-1.11403091302218,-1.22644635297055,0.537809834863851,NA
ofav101030,-1.31492607793034,-1.29051195427849,-1.34220480505448,-1.35876045518451,-1.29785618407768,-1.35879060374918,0.572614291503488,NA
ofav101037,-0.90686523650768,-0.820835258673509,-0.857750674810011,-1.04377124821573,-0.846714701894295,-1.0441549743987,0.488365685711945,NA
ofav10105,0.0656766450172041,0.343129445831192,0.385660407899806,0.359498894967162,0.259666399740978,0.490837130728473,0.898789615257865,NA
ofav101052,-1.37005852755929,-1.3507448893181,-1.40569915486297,-1.4057057289689,-1.35655479671123,-1.39503646645257,0.787349549197328,NA
ofav101066,0.0238159155960538,0.293130043404847,0.270184720066444,0.489009013837735,0.212115263968107,0.232121064479585,0.879297179943059,NA
ofav101071,-0.892025748610969,-0.81095260385173,-0.927469217443731,-0.973112494200807,-0.835340938003943,-0.980622924032806,0.795539496446555,NA
ofav101073,0.297683761050167,0.649681924255711,0.572166286460978,0.962594063439852,0.543794224318628,1.45269368926343,0.557780147430474,NA
ofav101074,0.796553658695923,1.2288062337632,2.05755177704491,1.78160880695933,2.10456286725207,2.40185958914519,0.525158490149388,NA
ofav1011,-0.88267224435874,-0.798618494765596,-0.919454559880785,-0.924217045782057,-0.823903451182566,-1.01285089519082,0.80840614272299,NA
ofav10110,-0.584563654791575,-0.448888932055296,-0.579603674575992,-0.708743890175665,-0.489702452783122,-0.57194801749285,0.905433138248113,NA
ofav101108,-1.1916916083679,-1.15082202130455,-1.26293725148628,-1.23762056310096,-1.1631163654912,-1.24195479199998,0.891780025389415,NA
ofav101125,-0.919548440679372,-0.841494958207085,-0.954003790728658,-1.04164759334008,-0.864974920874515,-0.972135870973819,0.781930943186601,NA
ofav101149,-0.488532239558782,-0.318046845085027,-0.19115869936254,-0.644531256762307,-0.369332073761493,-0.659869232003532,0.659264212229598,NA
ofav101159,-0.205981762385325,0.00625206201613265,-0.0571411907309603,-0.0752671015879124,-0.0575918833899075,-0.13193751062336,0.996286092070877,NA
ofav10116,-0.688630589011743,-0.366088857699711,-1.43163765244441,-0.890447068201536,0.334218134100744,-0.967820398125966,0.628502407654222,NA
ofav10118,2.28353838432731,5.28965324599629,4.43090194657459,2.87633915912199,2.7697360392502,1.07835202725023,0.00968273756815019,0.327972786174424
ofav10119,0.0287036643000778,0.308295902167914,0.698380907165242,0.258510978765161,0.22418927297849,0.109988677387983,0.834044163920689,NA
ofav101194,-1.0303964939459,-0.966429872013314,-1.1351387337554,-1.02980197381562,-0.985672240801561,-1.13540797293442,0.971681772845475,NA
ofav101210,-1.31492607793034,-1.29051195427849,-1.34220480505448,-1.35876045518451,-1.29785618407768,-1.35879060374918,0.572614291503488,NA
ofav101228,-0.412064066217688,-0.237420768532489,-0.220616971879294,-0.566170188993271,-0.289956773075543,-0.398255600036497,0.830912650820931,NA
ofav101232,0.167879039248654,0.472370160286422,0.754077843087231,0.543927860636655,0.380773476473257,0.614227322126749,0.972504090783084,NA
ofav101263,-1.31492607793034,-1.29051195427849,-1.34220480505448,-1.35876045518451,-1.29785618407768,-1.35879060374918,0.572614291503488,NA
ofav101278,-0.706140929165324,-0.590836372975795,-0.65060651712601,-0.815070901404791,-0.625522162628754,-0.825344791628225,0.736275009956706,NA
ofav10131,-1.31492607793034,-1.29051195427849,-1.34220480505448,-1.35876045518451,-1.29785618407768,-1.35879060374918,0.572614291503488,NA
ofav10132,0.140741192347015,0.440624504302836,0.400969919978378,0.577627122286279,0.350413936544917,0.764530898177896,0.77035751285538,NA
ofav101321,-0.98959607738691,0.210654175796099,-1.16191115793561,-1.92315053640126,-0.747895489920898,-1.95178960945148,0.184200078404808,NA
ofav10133,-1.18297796604055,-1.14092278299404,-1.22865450170566,-1.25614338858387,-1.15357377685911,-1.23458295568774,0.73373915046223,NA
ofav101375,1.50658123423579,0.987626007382042,0.981754859578943,1.270723901436,2.55868283206595,0.689927228215491,0.596101085152174,NA
ofav10138,-1.32546577604273,-1.30232250877436,-1.36715279243215,-1.35225026187691,-1.30928444095537,-1.36718902230441,0.808048771461263,NA
ofav101425,-1.35596014861976,-1.04893341374032,-2.20969632141405,-2.21650313314861,-0.382312793112063,-2.23804499797684,0.900466793759892,NA
ofav10143,-0.63076646669492,-0.502601814628179,-0.683664272975625,-0.583129447520547,-0.541156164165108,-0.761250049261226,0.959282620762756,NA
ofav101471,-1.37005852755929,-1.3507448893181,-1.40569915486297,-1.4057057289689,-1.35655479671123,-1.39503646645257,0.787349549197328,NA
ofav101479,-0.451334760740025,-0.0516709669384838,-1.03892761910708,-1.51099062871842,1.70896031981499,-0.457170592054123,0.298311412272937,NA
ofav1015,-0.0931335073655276,0.171729007561753,0.160486851850319,-0.333881428459228,0.0920533574112031,0.586006934643867,0.89626791251039,NA
ofav101539,-0.0745093048607736,0.182768545350694,0.470736227342165,-0.18924319320727,0.105374505689919,0.189523610398849,0.839303915926546,NA
ofav10155,4.12304881234514,4.75679489145506,4.43762228336838,4.44784728062846,4.49495118672213,4.31667949846576,0.966554567436517,0.994624803129132
ofav101568,0.115085527364896,1.49877698635865,1.09227431674369,-0.445629275169063,0.393726617107288,0.701188643829973,0.444837362598608,NA
ofav10158,9.25916693528101,9.50584276282065,7.39197061334496,7.61398973349188,9.26389696270282,7.37188114878055,0.314257998939238,0.816137801662533
ofav10162,7.57907446598906,7.04655045700948,6.39496801918356,7.49949443529961,7.29104290148304,6.74458554277141,0.791291555198366,0.949894720520657
ofav101648,-0.228987497254768,-0.020905317898828,-0.223383634564272,-0.0996618836975751,-0.0835003700128646,-0.0502120528003515,0.903281894655024,NA
ofav101649,0.452952151754487,1.95514244486053,0.813544390952712,0.872526738541798,1.79368752630273,1.11206534708513,0.831401240560538,NA
ofav101651,-1.31492607793034,-1.29051195427849,-1.34220480505448,-1.35876045518451,-1.29785618407768,-1.35879060374918,0.572614291503488,NA
ofav101657,-0.0473212490599025,0.209560216426726,0.0411745122398316,0.458200412265491,0.132285416782493,0.0976761935025213,0.817715761319685,NA
ofav101717,-0.301453729101991,-0.100857023161583,-0.0920240717280267,-0.111908801657533,-0.161200303403594,-0.493221493077666,0.908842861901326,NA
ofav101745,-1.37005852755929,-1.3507448893181,-1.40569915486297,-1.4057057289689,-1.35655479671123,-1.39503646645257,0.787349549197328,NA
ofav101748,0.990592946416102,3.21947907575922,1.58492410539403,1.60689256961881,3.00182396298794,2.65269443269821,0.62511586610235,NA
ofav101770,-0.218132200782697,-0.00487246102101566,0.0567814517956027,-0.227407441226252,-0.0690250211562774,-0.143987748096485,0.890947192138997,NA
ofav101812,-0.809841396692724,-0.71006504838708,-0.766144317842962,-0.959955068806286,-0.740079659639573,-0.91123357980398,0.638381455257598,NA
ofav101843,1.41533424481288,1.94608518896345,1.32114271790889,0.565440027869145,0.77618683239487,1.05604535926848,0.369582894814564,NA
ofav101865,-0.488007012816497,0.752493298965869,-0.501797093525713,-0.732466905390087,-0.238201063336848,-1.04883819630024,0.403111413753903,NA
ofav101878,-0.554468770173479,-0.414184391019177,-0.549544990484937,-0.559269254158112,-0.456384583515854,-0.639576431762093,0.919085360017604,NA
ofav101880,-1.37005852755929,-1.3507448893181,-1.40569915486297,-1.4057057289689,-1.35655479671123,-1.39503646645257,0.787349549197328,NA
ofav10189,2.5168075492939,4.22329673697884,4.12081901390425,3.61342046629675,3.9747168117569,3.56914652837211,0.849262663406997,0.9592014602453
ofav101890,0.0842723956119185,0.373825570605475,0.603764727907427,0.626507788870756,0.28672250327599,0.165365443276323,0.990180891622107,NA
ofav101904,-0.0749872561256492,0.189725830908121,0.583037025540632,0.152361669354832,0.11009513149199,-0.236991946992536,0.769071902590372,NA
ofav10192,5.53492039608754,4.26019950118602,5.84039099445794,4.86383394656628,4.38223119214145,6.22520289104108,0.966755221703475,0.994624803129132
ofav101948,-0.932028432193342,-0.856021087121461,-1.05132194344236,-0.970075675594995,-0.878885532988714,-0.983423214915024,0.992995520889595,NA
ofav10195,-1.31492607793034,-1.29051195427849,-1.34220480505448,-1.35876045518451,-1.29785618407768,-1.35879060374918,0.572614291503488,NA
ofav101962,-0.88267224435874,-0.798618494765596,-0.919454559880785,-0.924217045782057,-0.823903451182566,-1.01285089519082,0.80840614272299,NA
ofav101965,-0.285624516306989,2.1268411867303,-0.618310829816628,-1.46600150184959,0.0124548541508617,0.0912073026521369,0.229051907882718,NA
ofav101974,-0.446105345887787,-0.278903851202874,-0.259920136030399,-0.520345859529189,-0.329201220760139,-0.545709157315054,0.802448093661925,NA
ofav102004,-1.32546577604273,-1.30232250877436,-1.36715279243215,-1.35225026187691,-1.30928444095537,-1.36718902230441,0.808048771461263,NA
ofav102026,-0.952856607983383,-0.87993589387516,-1.07166533008852,-1.02546922127583,-0.901871822814029,-0.96980662402061,0.998740504711363,NA
ofav102027,-1.37005852755929,-1.3507448893181,-1.40569915486297,-1.4057057289689,-1.35655479671123,-1.39503646645257,0.787349549197328,NA
ofav102033,-1.14669905591687,-1.09997562066932,-1.16806096979233,-1.22633759912602,-1.11403091302218,-1.22644635297055,0.537809834863851,NA
ofav102071,-0.749291310865956,-0.629735506891098,-0.59277949054434,-0.931381620879216,-0.665700152222597,-0.932123091846776,0.453246663785579,NA
ofav102078,-0.0138341869193461,1.30661774431808,0.430787645730573,-0.114473190267927,0.25207203276637,0.166231855162941,0.537052951130813,NA
ofav102087,2.49184927549927,1.47056460854893,3.45067568713845,2.13060048664193,1.32774802416494,2.25061987401895,0.363862762775716,NA
ofav10209,3.47691767968579,1.88519901302322,2.85317660437228,2.99370850095529,3.31635891338045,3.29050023400431,0.717628696804365,NA
ofav102105,0.304417895119301,0.650019245992026,0.873810040409736,0.773539894400197,0.546055828098585,1.31865901148904,0.751572601195473,NA
ofav102113,-0.0749215699206698,0.279545473017705,-0.290001987040248,0.22160361362781,1.04916913542816,0.109669691892674,0.504793405100708,NA
ofav102116,-1.31492607793034,-1.29051195427849,-1.34220480505448,-1.35876045518451,-1.29785618407768,-1.35879060374918,0.572614291503488,NA
ofav102159,3.73895748553823,1.0552956694795,1.02193991365056,0.976418729202252,0.912261990982707,1.22391594074049,0.0916127384703732,NA
ofav10216,-0.0084849035649513,0.407640166881168,-0.340734589647736,-0.646614422609638,2.06829842741673,0.906020262612078,0.219215527546398,NA
ofav102201,-1.0307938994589,-0.967893742314918,-1.05932419759325,-1.13461932517714,-0.986815298339539,-1.10415071180037,0.694678140669122,NA
ofav102313,-1.31492607793034,-1.29051195427849,-1.34220480505448,-1.35876045518451,-1.29785618407768,-1.35879060374918,0.572614291503488,NA
ofav102370,4.3818895398798,1.55941682268032,2.64452841931455,1.9166343412322,2.4658794377165,1.45982459554191,0.0697396937494159,NA
ofav1024,-1.01487236221013,-0.94982680554685,-1.08007696978676,-1.04605729313657,-0.969393738292974,-1.1257727751477,0.849330305931941,NA
ofav102408,-0.832140535501347,-0.739862986490317,-0.871950077847265,-0.971997794256363,-0.76762181719451,-0.855903450951014,0.843865070910681,NA
ofav102438,0.508448582354772,0.91269418636841,2.04936210585032,0.991000977542666,0.791089468807183,1.77203052102957,0.913987094327771,NA
ofav102473,-1.16273400043782,-1.11834310640451,-1.23871906760164,-1.18596120453172,-1.13169672627721,-1.23885006601302,0.904972254481879,NA
ofav102480,-0.380328062827044,-0.189634467145948,-0.544467951862555,-0.465099652927449,-0.246998704662189,-0.032138123402392,0.822050889174721,NA
ofav102494,-1.16273400043782,-1.11834310640451,-1.23871906760164,-1.18596120453172,-1.13169672627721,-1.23885006601302,0.904972254481879,NA
ofav102497,-1.31492607793034,-1.29051195427849,-1.34220480505448,-1.35876045518451,-1.29785618407768,-1.35879060374918,0.572614291503488,NA
ofav10250,1.47182090946399,3.59318577181094,3.74718278429626,3.19711170794421,2.76988695627606,3.76636467813295,0.93018328522707,0.985078033746546
ofav10253,0.518558055445874,0.944943782686408,2.22055340647958,1.09017722967555,1.82191992996097,0.866957923171251,0.775623054255225,NA
ofav102539,-0.560483382248802,-0.416428793555627,-0.441832251584865,-0.626382382655646,-0.459763136335125,-0.7050043662679,0.779949337779716,NA
ofav102555,-0.714138936191511,-0.602294692279695,-0.708996105408079,-0.820623549534695,-0.635939554602766,-0.785376744932457,0.82129945762155,NA
ofav102566,0.2031942273315,0.555052696394042,1.56319688622884,0.130770833778446,0.449207019095266,0.764068709835952,0.636769861069736,NA
ofav102570,-1.31492607793034,-1.29051195427849,-1.34220480505448,-1.35876045518451,-1.29785618407768,-1.35879060374918,0.572614291503488,NA
ofav102576,-0.230260278107151,-0.003581628006553,0.284063925720241,-0.331995924936707,-0.0717708499769511,-0.288575666623967,0.70729973059211,NA
ofav102593,-0.891658815062286,-0.808599618095018,-0.969225015044474,-0.892236060000436,-0.833585394285985,-1.02362544355043,0.915462620860376,NA
ofav102625,-1.31492607793034,-1.29051195427849,-1.34220480505448,-1.35876045518451,-1.29785618407768,-1.35879060374918,0.572614291503488,NA
ofav102638,1.08646977424325,0.569489736719949,0.483602537000868,0.199499335126048,1.42455218129568,0.0929297456020953,0.82372119702704,NA
ofav102658,-0.248095544862247,-0.0397341422044267,-0.0439292297937261,-0.0606980894850468,-0.102413189964735,-0.350252364754138,0.930931339489792,NA
ofav10269,4.73288657587412,7.11680121837472,4.51689030523481,4.64939853835647,4.59815456741813,3.58249440305864,0.0201327213176605,0.421132025492161
ofav102699,-0.914837017545102,-0.837804352501723,-0.990030653617817,-0.992408413196665,-0.860977233994017,-0.966410524876293,0.895711290298554,NA
ofav102738,-1.0307938994589,-0.967893742314918,-1.05932419759325,-1.13461932517714,-0.986815298339539,-1.10415071180037,0.694678140669122,NA
ofav102747,2.86894992855062,4.67299148926065,3.37351324929879,2.8682117105264,2.80605031067188,2.52979501927039,0.151517610910999,0.691187605162251
ofav102748,-1.32546577604273,-1.30232250877436,-1.36715279243215,-1.35225026187691,-1.30928444095537,-1.36718902230441,0.808048771461263,NA
ofav102759,-0.814555523806567,-0.718497049831488,-0.809147752689209,-0.959738954727006,-0.747393254220907,-0.877254030817452,0.749732904474574,NA
ofav102762,6.28895549917342,2.68729094871889,5.13806003731271,4.81048446963517,4.53225107463847,4.02368027745391,0.19546114964819,0.726187747837026
ofav102767,-0.230710590880189,0.112171882399666,-0.26200255885345,-0.455642591512075,0.856642969681755,-0.129666873994903,0.73265181679221,NA
ofav102821,-0.952856607983383,-0.87993589387516,-1.07166533008852,-1.02546922127583,-0.901871822814029,-0.96980662402061,0.998740504711363,NA
ofav102874,-0.674933900407643,-0.553328951707683,-0.850787374191993,-0.628596987982544,-0.589910018499463,-0.705522899355293,0.886060821678068,NA
ofav102875,0.325010737358557,0.74372756665011,2.14695607895679,0.140777352037172,1.63423458848228,0.539429669351864,0.521323165716691,NA
ofav102881,2.47038941899226,1.46282436910486,2.83955088014976,2.35314095468969,1.32254378921139,2.46914906047447,0.775633218932034,NA
ofav102887,-1.35596014861976,-1.04893341374032,-2.20969632141405,-2.21650313314861,-0.382312793112063,-2.23804499797684,0.900466793759892,NA
ofav102894,-0.362338666191016,-0.152918781129384,0.138714764363103,-0.666685816670853,-0.215916240401113,-0.417327977310306,0.65458777516236,NA
ofav102898,-0.798843428586666,-0.701860871474431,-0.889877964773522,-0.801035158892847,-0.731035057535836,-0.901530422042728,0.958606224610152,NA
ofav102899,-1.0303964939459,-0.966429872013314,-1.1351387337554,-1.02980197381562,-0.985672240801561,-1.13540797293442,0.971681772845475,NA
ofav102908,0.106718600890779,0.40411465982526,0.845613761219888,0.262454438191627,0.314652304782978,0.447050087247563,0.869256244943407,NA
ofav102945,4.72938846994919,1.31223869875826,1.57478163335771,2.25565062403411,1.16132013584134,0.850308462826917,0.0519196991846535,NA
ofav10299,-0.639486625975446,-0.508904958441217,-0.527244861069572,-0.76213699893731,-0.548186391910159,-0.773778188208523,0.713264979166308,NA
ofav1030,-0.703792318805112,-0.587238430379994,-0.873982681638364,-0.758626641897706,-0.62230004278066,-0.651645856427581,0.896288358813897,NA
ofav103059,3.58883975736948,1.37730822391915,2.30540785768361,1.71099725947001,1.23407232444815,1.98167862167388,0.238006692672304,NA
ofav103063,-1.16273400043782,-1.11834310640451,-1.23871906760164,-1.18596120453172,-1.13169672627721,-1.23885006601302,0.904972254481879,NA
ofav103086,-0.46658460709232,-0.306807281456164,-0.399291908830854,-0.606048162651374,-0.354871320653527,-0.404196455732176,0.909802142453746,NA
ofav103099,4.21776006040444,1.7546649033279,2.6997546912515,2.40832302203746,3.68121716451574,1.81405623497345,0.464240359356347,NA
ofav1031,-0.89754282294198,-0.81747723484791,-0.975285494894886,-0.937126282213256,-0.841562476913336,-0.98517112978151,0.90579503308236,NA
ofav103117,-0.636775788659866,-0.509410128184928,-0.57789770159412,-0.755518065226009,-0.54772412595083,-0.716288714180574,0.793800442026359,NA
ofav103125,-0.0522232211354987,0.197006024689793,0.11950916635358,0.271513240614171,0.122033157339676,0.151816143086479,0.893985526333388,NA
ofav103158,4.92921098971993,1.76701574607607,3.07429391444586,2.95767187155742,1.62323585592643,2.47400178341557,0.111092606893921,0.667009474168606
ofav103160,-0.361206909679155,-0.713163592669755,-1.24281928063472,-1.46505882634984,-0.785088106815683,-1.47182185726431,0.323778496444863,NA
ofav103198,-0.431156795008729,-0.263653539923344,-0.571603308873121,-0.375255445679404,-0.314041684712068,-0.319130816681362,0.877825120692526,NA
ofav103227,-0.424691588375629,-0.251340172971296,-0.557003699240086,-0.227456377410034,-0.303487554908866,-0.452507672725638,0.865489632564934,NA
ofav103258,-0.65253266980681,-0.530093078146061,-0.763220251072833,-0.656349364131705,-0.566925221314438,-0.683443777887647,0.974369640715755,NA
ofav103263,-0.750044556240118,-0.638214308519586,-0.918019502215449,-0.658503453163803,-0.671854960523803,-0.868996832191778,0.906812624110929,NA
ofav10328,-0.503607884705121,-0.353340457282759,-0.563181610237805,-0.45160416671912,-0.398543739368993,-0.54036441366514,0.984074700456654,NA
ofav10329,2.79443867516405,2.70007157166162,5.39018176285692,5.01580419544826,5.6164947142951,6.20343724673476,0.0867897076269215,0.640370348386597
ofav103293,-0.0368621577501847,0.224921558024137,0.509547907807492,0.184810797804663,0.146172068845299,-0.0271971541330032,0.855460419330086,NA
ofav103346,0.421496327966757,0.797775721398231,0.937937476583082,1.63260736567041,0.684583768516041,1.37459808258448,0.5572314474701,NA
ofav103373,-0.993742637140636,-0.92394972102791,-1.10667270072159,-1.10675263136371,-0.944944749217199,-0.982607603367639,0.990168042905215,NA
ofav1034,0.937334401678397,1.36835865660503,2.34910369113868,2.36221749131997,2.24781581573081,2.64497311728463,0.468336629435217,NA
