	BR-A-fav_uptake_S1_L007_R1_001.fastq.trim.sam.counts	BR-B-fav_uptake_S2_L007_R1_001.fastq.trim.sam.counts	BR-C-fav_uptake_S3_L007_R1_001.fastq.trim.sam.counts	BR-D-fav_uptake_S4_L007_R1_001.fastq.trim.sam.counts	CR-A-fav_uptake_S5_L007_R1_001.fastq.trim.sam.counts	CR-B-fav_uptake_S6_L007_R1_001.fastq.trim.sam.counts	CR-C-fav_uptake_S7_L007_R1_001.fastq.trim.sam.counts	DR-A-fav_uptake_S8_L007_R1_001.fastq.trim.sam.counts	DR-B-fav_uptake_S9_L007_R1_001.fastq.trim.sam.counts	DR-C-fav_uptake_S10_L007_R1_001.fastq.trim.sam.counts	DR-D-fav_uptake_S11_L007_R1_001.fastq.trim.sam.counts	
ofav29385	1	0	34	0	0	0	0	77	0	0	64	
ofav29386	0	0	3	0	0	0	0	0	0	0	1	
ofav29388	0	0	6	0	0	0	0	3	0	0	4	
ofav29397	0	0	6	0	0	0	0	1	0	0	5	
ofav29406	0	0	33	0	0	0	0	40	1	0	41	
ofav29414	5	1	147	0	0	0	0	55	1	2	177	
ofav29416	0	0	6	0	0	0	0	10	0	0	17	
ofav29425	0	0	30	0	0	0	0	28	0	0	20	
ofav29432	0	0	32	0	0	0	0	25	0	1	23	
ofav2944	0	0	0	0	0	0	0	0	0	0	1	
ofav29442	0	0	1	0	0	0	0	1	0	0	0	
ofav29451	0	0	23	0	0	0	0	14	0	0	10	
ofav29476	0	0	26	0	0	0	0	40	0	1	28	
ofav29482	0	0	0	0	0	0	0	5	0	0	2	
ofav29492	0	0	55	0	0	0	0	36	0	0	38	
ofav29494	0	0	1	0	0	0	0	1	0	0	2	
ofav29495	0	1	0	0	0	0	0	0	0	0	5	
ofav29501	0	0	15	0	0	0	0	13	0	0	8	
ofav29505	0	1	22	0	0	0	0	33	0	0	6	
ofav29506	0	1	1	0	0	0	0	1	0	0	0	
ofav29511	2	3	40	0	0	0	0	51	0	1	34	
ofav29512	2	0	42	0	0	1	0	12	0	1	5	
ofav29526	0	0	0	0	0	0	0	0	0	0	2	
ofav2953	0	0	0	0	0	0	0	0	0	0	1	
ofav29534	0	0	0	0	0	0	0	1	0	0	0	
ofav29538	309	3	1258	1	1	1	0	820	8	11	622	
ofav29549	0	0	2	0	0	0	0	4	0	0	0	
ofav29556	0	1	29	0	0	0	0	5	0	0	15	
ofav29572	0	0	2	0	0	0	0	0	0	0	1	
ofav29573	0	0	2	0	0	0	0	3	0	0	8	
ofav29580	13	0	39	1	0	0	0	92	0	1	100	
ofav29590	3	0	7	0	0	0	0	2	0	0	7	
ofav29606	0	12	68	0	0	0	0	155	0	4	153	
ofav29610	0	0	1	0	0	0	0	0	0	0	3	
ofav29621	0	0	6	0	0	0	0	2	0	0	3	
ofav29622	0	0	29	0	0	0	0	22	0	0	14	
ofav29633	17	0	34	0	0	0	0	33	0	0	35	
ofav29634	0	0	2	0	0	0	0	1	0	0	1	
ofav29659	4	1	17	0	0	0	0	13	0	0	18	
ofav29665	0	0	2	0	0	0	0	0	0	0	1	
ofav29675	5	0	20	0	0	0	0	14	0	1	34	
ofav29678	13	5	175	0	0	1	0	244	1	2	175	
ofav29679	2	2	26	0	0	0	0	57	0	0	49	
ofav2968	0	0	2	0	0	0	0	0	0	0	1	
ofav29693	8	1	174	0	0	0	0	140	0	4	167	
ofav29705	3	1	25	0	0	0	0	23	1	0	30	
ofav29709	0	0	5	0	0	0	0	1	0	0	1	
ofav29712	0	0	11	0	0	0	0	17	0	0	27	
ofav29716	0	0	6	0	0	0	0	11	0	0	9	
ofav29719	6	4	99	1	0	0	0	105	0	2	334	
ofav29720	7	5	27	0	0	0	0	29	0	1	32	
ofav2973	0	0	1	0	0	0	0	7	0	0	4	
ofav29731	1	3	35	0	0	0	0	15	0	3	19	
ofav29743	3	1	54	0	0	0	0	51	0	1	101	
ofav29747	0	0	2	0	0	0	0	0	0	0	1	
ofav29749	0	0	1	0	0	0	0	1	0	0	1	
ofav29753	0	1	0	0	0	0	0	3	0	0	1	
ofav29756	0	0	1	0	0	0	0	0	0	0	1	
ofav29758	0	0	8	0	0	0	0	1	0	0	9	
ofav29760	0	0	1	0	0	0	0	0	0	0	0	
ofav29762	0	0	3	0	0	0	0	0	0	0	2	
ofav29779	38	1	256	0	0	1	0	425	1	12	322	
ofav29782	0	0	1	0	0	0	0	0	0	0	0	
ofav29786	0	0	3	0	0	0	0	0	0	0	0	
ofav29789	1	0	41	0	0	0	0	11	0	0	15	
ofav29798	2	0	15	0	0	0	0	11	0	0	6	
ofav298	0	0	1	0	0	0	0	3	0	0	4	
ofav29804	0	0	3	0	0	0	0	0	0	0	4	
ofav29839	4	0	52	0	0	0	0	48	0	1	100	
ofav2984	0	0	2	0	0	0	0	1	0	0	1	
ofav29846	2	3	92	0	0	1	0	55	0	1	56	
ofav29853	0	0	13	0	0	0	0	8	0	2	11	
ofav29870	5	0	54	0	0	0	0	76	0	4	63	
ofav29871	1	0	51	0	0	0	0	40	0	8	82	
ofav29874	2	0	60	0	0	0	0	99	0	3	77	
ofav29876	0	0	6	0	0	0	0	2	0	0	6	
ofav29877	0	0	1	0	0	0	0	3	0	0	5	
ofav29885	3	0	58	0	0	0	0	20	0	2	49	
ofav29889	0	0	1	0	0	0	0	5	0	0	0	
ofav29892	3	2	19	0	0	0	0	25	0	0	31	
ofav29898	0	0	3	0	0	0	0	5	0	0	1	
ofav29903	1	0	10	0	0	0	0	28	0	0	43	
ofav29912	0	0	0	0	0	0	0	2	0	0	1	
ofav29917	0	0	2	0	0	0	0	1	0	0	1	
ofav29936	0	0	1	0	0	0	0	2	0	2	3	
ofav29937	45	1	190	0	0	0	0	162	0	5	314	
ofav29938	0	0	6	0	0	0	0	2	0	3	24	
ofav29941	0	4	2	0	0	0	0	0	0	0	0	
ofav29951	20	4	38	0	0	0	0	40	0	0	49	
ofav29953	0	0	77	0	0	0	0	100	1	13	262	
ofav29963	0	0	0	0	0	0	0	0	0	0	1	
ofav29967	0	0	3	0	0	0	0	1	0	0	1	
ofav29969	0	0	0	0	0	0	0	0	0	0	1	
ofav29988	0	1	4	0	0	0	0	9	0	0	18	
ofav29989	0	0	0	0	0	0	0	1	0	0	0	
ofav29993	0	0	1	0	0	0	0	5	0	0	5	
ofav29996	0	0	7	0	0	0	0	15	0	0	18	
ofav300	0	0	0	0	0	0	0	0	0	0	1	
ofav30005	0	0	2	0	0	0	0	0	0	0	0	
ofav30007	0	0	6	0	0	0	0	5	0	0	4	
ofav30008	0	0	1	0	0	0	0	0	0	0	1	
ofav30014	1	0	8	0	0	0	0	3	0	0	0	
ofav30030	0	0	1	0	0	0	0	0	0	0	2	
ofav30045	4	1	25	1	0	0	0	35	0	1	41	
ofav30049	5	0	40	0	0	0	0	61	0	1	72	
ofav30053	2	0	8	0	0	0	0	7	0	0	9	
ofav30062	1	0	17	0	0	0	0	16	0	0	12	
ofav30065	0	0	3	0	0	0	0	0	0	0	5	
ofav30067	13	2	112	0	0	1	0	166	0	5	140	
ofav30095	0	0	22	0	0	0	0	17	0	0	28	
ofav30105	6	0	42	0	0	0	0	16	2	2	31	
ofav30110	0	0	0	0	0	0	0	2	0	0	0	
ofav30114	2	9	65	0	0	0	0	63	0	0	63	
ofav30117	0	0	11	0	0	0	0	13	0	1	20	
ofav30119	0	1	26	0	0	0	0	14	0	3	25	
ofav30123	0	0	16	0	0	0	0	21	0	0	9	
ofav30128	0	0	1	0	0	0	0	1	0	0	0	
ofav30134	0	0	2	0	0	0	0	1	0	0	4	
ofav30137	2	0	57	0	0	1	0	65	0	0	120	
ofav30138	0	0	0	0	0	0	0	1	0	0	1	
ofav3015	0	0	3	0	0	0	0	0	0	0	1	
ofav30150	0	0	13	0	0	0	0	2	0	0	0	
ofav30157	3	0	31	0	0	0	0	50	0	0	30	
ofav30166	0	0	0	0	0	0	0	1	0	0	4	
ofav30167	1	0	17	0	0	0	0	10	0	1	18	
ofav30169	0	0	73	0	0	0	0	33	1	0	212	
ofav30173	0	0	11	0	0	0	0	11	0	0	13	
ofav30177	0	0	0	0	0	0	0	1	0	0	2	
ofav30179	3	3	88	0	1	0	0	43	1	0	72	
ofav30187	0	0	0	0	0	0	0	0	0	0	4	
ofav30188	4	0	13	0	0	0	0	15	0	1	15	
ofav30204	4	3	131	0	0	0	0	55	0	5	67	
ofav30206	0	0	2	0	0	0	0	1	0	0	1	
ofav30211	0	0	1	0	0	0	0	1	0	0	0	
ofav30212	14	11	112	0	0	1	0	122	0	1	93	
ofav30214	0	0	4	0	0	0	0	4	0	0	13	
ofav30228	0	3	13	0	0	0	0	32	0	0	24	
ofav30230	0	0	0	0	0	0	0	2	0	0	0	
ofav30233	0	0	3	0	0	0	0	0	0	0	2	
ofav30245	0	0	2	0	0	0	0	3	0	0	8	
ofav30250	0	0	1	0	0	0	0	0	0	0	0	
ofav30265	0	0	38	0	0	0	0	7	0	0	21	
ofav30268	0	0	28	0	0	0	0	6	0	0	17	
ofav30278	0	0	11	0	0	0	0	18	0	0	17	
ofav30279	3	0	53	0	0	1	0	132	0	7	102	
ofav30285	0	0	1	0	0	0	0	0	0	0	0	
ofav30290	0	0	4	0	0	0	0	2	0	2	6	
ofav30294	0	0	0	0	0	0	0	1	0	0	0	
ofav30297	0	0	4	0	0	0	0	1	0	0	1	
ofav30299	3	4	20	0	0	0	0	22	0	0	13	
ofav3030	0	1	3	0	0	0	0	0	0	0	1	
ofav30302	7	1	173	0	0	0	0	152	0	0	156	
ofav30304	0	0	16	0	0	0	0	4	0	0	14	
ofav30320	0	0	0	0	0	0	0	0	0	0	6	
ofav30321	0	3	83	0	0	0	0	53	1	0	68	
ofav30322	0	0	7	0	0	0	0	4	0	0	6	
ofav30329	5	0	76	0	0	0	0	68	0	1	55	
ofav30332	0	0	0	0	0	0	0	0	0	0	1	
ofav30333	0	0	7	0	0	0	0	8	0	1	28	
ofav30344	0	0	1	0	0	0	0	0	0	0	0	
ofav30353	0	0	7	0	0	0	0	7	0	0	10	
ofav30360	0	0	9	0	0	0	0	9	0	1	18	
ofav30361	0	0	0	0	0	0	0	0	0	1	0	
ofav30362	0	0	1	0	0	0	0	0	0	0	0	
ofav30366	0	5	7	0	0	0	0	0	0	0	6	
ofav30369	8	1	20	0	0	0	0	25	0	0	11	
ofav30374	5	0	6	0	0	0	0	0	0	0	3	
ofav30379	0	0	3	0	0	0	0	1	0	0	1	
ofav30380	0	2	5	0	0	0	0	0	0	0	6	
ofav30381	1	0	10	0	0	0	0	6	0	0	13	
ofav30401	3	0	12	0	0	0	0	12	0	0	21	
ofav30411	0	0	3	0	0	0	0	6	0	0	4	
ofav30412	0	0	11	0	0	0	0	2	0	0	4	
ofav30429	0	0	6	0	0	0	0	4	0	0	0	
ofav30431	0	0	3	0	0	0	0	0	0	0	1	
ofav30432	0	0	4	0	0	0	0	2	0	0	1	
ofav30436	0	0	7	0	0	0	0	3	0	0	1	
ofav3044	0	1	2	0	0	0	0	4	0	0	11	
ofav30440	0	0	3	0	0	0	0	4	0	0	4	
ofav30443	0	0	6	0	0	0	0	4	0	1	7	
ofav30453	0	0	94	0	0	0	0	80	0	3	110	
ofav30466	6	0	80	0	0	0	0	78	0	2	78	
ofav30467	1	1	105	0	0	0	0	190	0	4	163	
ofav30477	0	0	1	0	0	0	0	1	0	0	0	
ofav30486	0	0	2	0	0	0	0	1	0	0	2	
ofav30492	2	3	60	0	0	0	0	15	0	0	22	
ofav30497	2	0	37	0	0	0	0	20	0	0	16	
ofav30499	0	0	12	0	0	0	0	2	0	0	9	
ofav30503	0	0	1	0	0	0	0	1	0	0	2	
ofav30519	8	0	32	0	0	0	0	91	0	2	43	
ofav30529	7	2	57	0	0	0	0	106	0	0	97	
ofav3053	0	0	2	0	0	0	0	6	0	1	9	
ofav30531	1	3	27	0	0	0	0	30	0	7	43	
ofav30537	5	0	36	0	0	0	0	91	0	1	57	
ofav30539	0	0	9	0	0	0	0	9	0	2	3	
ofav30541	1	0	0	0	0	0	0	0	0	1	1	
ofav30545	0	0	6	0	0	0	0	8	0	0	2	
ofav30547	1	1	1	0	0	0	0	1	0	0	0	
ofav30549	0	0	19	0	0	0	0	10	0	0	24	
ofav30556	0	0	1	0	0	0	0	4	0	0	2	
ofav30606	0	0	2	0	0	0	0	5	0	0	1	
ofav30613	0	0	2	0	0	0	0	2	0	1	6	
ofav30614	0	0	7	0	0	0	0	7	0	0	5	
ofav30615	0	0	50	0	0	0	0	94	0	4	96	
ofav30621	1	0	30	0	0	0	0	38	0	0	44	
ofav30627	0	0	0	0	0	0	0	0	0	0	1	
ofav30629	0	2	2	0	0	0	0	1	0	0	0	
ofav30637	0	0	10	0	0	0	0	14	0	0	6	
ofav30638	19	2	167	0	0	0	0	153	0	1	109	
ofav3064	15	1	51	0	0	0	0	72	0	3	33	
ofav30642	0	0	1	0	0	0	0	1	0	0	0	
ofav30646	0	0	6	0	0	0	0	5	0	1	0	
ofav3065	0	0	0	0	0	0	0	0	0	0	2	
ofav30653	1	2	47	0	0	0	0	101	0	1	54	
ofav30667	0	0	0	0	0	0	0	0	0	0	2	
ofav3067	0	0	1	0	0	0	0	2	0	0	2	
ofav30673	0	0	1	0	0	0	0	0	0	0	1	
ofav30676	0	0	17	0	0	0	0	36	0	0	49	
ofav30677	4	1	41	0	0	0	0	119	0	1	73	
ofav30685	0	0	18	0	0	0	0	19	0	0	20	
ofav30699	0	0	19	0	0	0	0	12	0	0	9	
ofav30701	0	3	1	0	0	0	0	4	0	0	2	
ofav30709	0	0	1	0	0	0	0	0	0	0	4	
ofav30716	0	0	3	0	0	0	0	9	0	0	6	
ofav30720	1	0	15	0	0	0	0	19	0	0	14	
ofav30722	0	0	39	0	0	0	0	46	0	4	62	
ofav30723	6	0	29	0	0	0	0	53	0	0	85	
ofav30726	1	0	1	0	0	0	0	1	0	0	0	
ofav30741	5	2	23	0	0	0	0	17	0	0	14	
ofav30748	0	0	1	0	0	0	0	0	0	0	1	
ofav30750	0	1	16	0	0	0	0	12	0	0	14	
ofav30751	0	0	4	0	0	0	0	6	0	0	9	
ofav30752	19	2	45	0	0	0	0	44	0	5	70	
ofav30754	0	4	61	0	0	0	0	45	0	0	59	
ofav30759	0	0	2	0	0	0	0	0	0	0	2	
ofav30766	3	0	105	0	0	0	0	170	0	2	153	
ofav30769	0	0	5	0	0	0	0	4	0	0	4	
ofav30773	0	1	14	0	0	0	0	21	0	1	34	
ofav30776	0	0	3	0	0	0	0	1	0	0	3	
ofav30777	3	1	48	0	0	0	0	35	0	0	42	
ofav30780	0	0	47	0	0	0	0	34	0	0	45	
ofav30783	0	0	54	0	0	0	0	50	0	3	60	
ofav30785	0	0	2	0	0	0	0	6	0	0	2	
ofav30787	5	6	58	0	0	0	0	28	0	3	46	
ofav30793	0	0	3	0	0	0	0	1	0	0	1	
ofav30794	0	0	1	0	0	0	0	2	0	0	2	
ofav30799	0	0	3	0	0	0	0	2	0	0	12	
ofav30817	0	0	8	0	0	0	0	19	0	3	14	
ofav30818	0	0	11	0	0	0	0	8	0	2	9	
ofav30821	0	0	6	0	0	0	0	1	0	0	7	
ofav30829	0	0	20	0	0	0	0	16	0	2	11	
ofav30834	21	7	146	2	0	1	0	325	0	6	249	
ofav30839	0	0	3	0	0	0	0	3	0	0	6	
ofav30840	21	0	249	0	0	1	0	262	0	13	219	
ofav30845	1	0	33	0	0	0	0	37	0	2	47	
ofav30851	0	1	9	0	0	0	0	1	0	0	0	
ofav30852	0	0	60	0	0	0	0	87	0	2	100	
ofav30853	0	0	2	0	0	0	0	1	0	1	4	
ofav30856	0	0	31	0	0	0	0	13	0	1	38	
ofav30861	6	1	35	0	0	0	0	64	0	3	65	
ofav30866	0	0	2	0	0	0	0	2	0	0	2	
ofav30872	0	0	3	0	0	0	0	1	0	1	6	
ofav30877	7	0	96	0	0	1	0	71	0	1	125	
ofav30879	2	0	65	0	0	0	0	62	1	3	56	
ofav30883	0	0	9	0	0	0	0	4	0	0	3	
ofav30888	0	0	0	0	0	0	0	0	0	0	1	
ofav30890	2	2	34	0	0	0	0	26	0	1	48	
ofav30898	13	2	210	0	0	0	0	69	0	0	90	
ofav30900	0	0	19	0	0	0	0	13	0	0	14	
ofav30902	3	2	48	0	0	0	0	57	0	3	45	
ofav30904	0	0	4	0	0	0	0	3	0	1	4	
ofav30917	0	0	7	0	0	0	0	5	0	0	6	
ofav30918	0	4	27	0	0	0	0	47	0	0	82	
ofav30934	0	0	43	0	0	0	0	21	0	0	45	
ofav30945	2	0	13	0	0	0	0	21	0	1	35	
ofav30946	0	0	1	0	0	0	0	0	0	0	1	
ofav30957	0	2	2	0	0	0	0	2	0	0	7	
ofav3096	0	4	41	0	0	0	0	17	0	4	26	
ofav30963	7	0	14	0	0	0	0	11	0	0	10	
ofav30964	0	0	0	0	0	0	0	2	0	0	2	
ofav30980	0	1	42	0	0	0	0	35	0	0	50	
ofav30985	1	0	50	0	0	1	0	67	0	4	103	
ofav31	0	1	17	0	0	0	0	5	0	0	3	
ofav31007	12	0	17	0	0	0	0	22	0	1	35	
ofav31013	1	0	9	0	0	0	0	8	0	0	8	
ofav31014	0	0	0	0	0	0	0	3	0	0	2	
ofav31016	0	0	3	0	0	0	0	2	0	0	1	
ofav31030	1	0	12	0	0	0	0	13	0	1	13	
ofav31036	0	0	1	0	0	0	0	3	0	0	9	
ofav31037	0	0	3	0	0	0	0	2	0	0	6	
ofav31038	0	0	1	0	0	0	0	1	0	0	1	
ofav31042	0	0	2	0	0	0	0	0	0	0	1	
ofav31043	0	0	3	0	0	0	0	2	0	0	5	
ofav31047	3	0	3	0	0	0	0	9	0	0	2	
ofav31050	2	0	0	0	0	0	0	2	0	0	3	
ofav31051	0	0	8	0	0	0	0	6	0	0	5	
ofav31063	3	0	35	0	0	0	0	28	0	1	29	
ofav31064	0	0	11	0	0	0	0	37	0	0	20	
ofav31065	0	0	1	0	0	0	0	0	0	0	0	
ofav31068	0	0	26	0	0	0	0	8	0	0	16	
ofav31080	0	0	0	0	0	0	0	0	0	0	1	
ofav31082	2	0	20	0	0	0	0	16	0	0	20	
ofav31088	2	1	68	0	0	0	0	110	0	1	151	
ofav31095	0	0	9	0	0	0	0	5	0	1	10	
ofav31103	6	1	100	0	0	0	0	30	1	0	41	
ofav31105	9	7	105	0	0	0	0	140	0	3	174	
ofav31116	0	0	5	0	0	0	0	3	0	0	9	
ofav31128	3	0	33	0	0	0	0	10	0	0	34	
ofav31129	0	0	10	0	0	0	0	1	0	0	19	
ofav31136	0	3	11	0	0	0	0	12	0	0	10	
ofav31144	0	0	2	0	0	0	0	0	0	0	1	
ofav31152	0	0	28	0	0	0	0	27	0	0	37	
ofav31155	0	2	22	0	0	0	0	34	0	0	20	
ofav31159	5	1	74	0	0	0	0	37	0	1	29	
ofav31160	2	0	55	0	0	0	0	64	0	2	87	
ofav31164	0	0	2	0	0	0	0	0	0	0	1	
ofav31165	1	0	8	0	0	0	0	2	0	0	3	
ofav31172	0	0	21	0	0	0	0	9	0	0	15	
ofav31180	0	0	0	0	0	0	0	0	0	0	5	
ofav31182	1	0	41	0	0	0	0	25	0	0	24	
ofav31186	8	1	37	0	0	0	0	67	0	1	60	
ofav31188	1	1	68	0	0	0	0	65	0	1	88	
ofav31190	0	0	2	0	0	0	0	0	0	0	0	
ofav31211	1	0	87	0	0	0	0	56	0	4	88	
ofav31227	0	0	0	0	0	0	0	1	0	0	0	
ofav31230	0	1	4	0	0	0	0	11	0	7	18	
ofav31245	0	0	1	0	0	0	0	2	0	0	0	
ofav31249	0	0	1	0	0	0	0	0	0	3	3	
ofav31255	1	0	42	0	0	0	0	49	0	0	66	
ofav31257	1	0	50	0	0	0	0	30	0	1	66	
ofav31269	0	0	7	0	0	0	0	1	0	0	6	
ofav31273	0	0	14	0	0	0	0	19	0	2	18	
ofav31279	14	5	78	0	0	0	0	113	0	3	92	
ofav31283	0	0	2	0	0	0	0	0	0	0	0	
ofav31285	0	1	22	0	0	0	0	31	0	1	15	
ofav3129	0	0	2	0	0	0	0	0	0	0	0	
ofav31290	0	0	5	0	0	0	0	3	0	0	3	
ofav31294	0	0	35	0	0	0	0	20	0	0	23	
ofav31305	5	0	25	0	0	0	0	9	0	0	10	
ofav31309	6	0	59	0	0	0	0	35	0	0	35	
ofav31314	0	0	23	0	0	0	0	22	0	2	43	
ofav31323	0	0	6	0	0	0	0	1	0	0	3	
ofav31324	8	0	47	0	0	0	0	71	0	1	132	
ofav31328	0	0	4	0	0	0	0	10	0	0	2	
ofav31333	3	0	13	0	0	0	0	11	0	0	13	
ofav31337	0	0	20	0	0	0	0	20	0	0	18	
ofav31344	0	0	5	0	0	0	0	6	0	0	12	
ofav31345	6	0	50	0	0	0	0	54	0	3	39	
ofav31348	0	0	3	0	0	0	0	0	0	0	2	
ofav31349	0	0	9	0	0	0	0	0	0	3	7	
ofav31350	1	2	49	0	0	0	0	57	0	1	65	
ofav31357	0	0	3	0	0	0	0	2	0	0	3	
ofav31378	0	0	1	0	0	0	0	0	0	0	0	
ofav31384	4	0	35	0	0	0	0	14	0	0	20	
ofav31400	1	0	20	0	0	0	0	26	0	0	47	
ofav31405	0	0	2	0	0	0	0	3	0	0	6	
ofav31411	13	2	30	0	0	0	0	71	1	0	64	
ofav31414	2	1	73	0	0	0	0	70	0	1	109	
ofav31422	0	0	4	0	0	0	0	3	0	0	4	
ofav31425	5	1	49	0	0	0	0	66	0	0	44	
ofav31427	0	0	3	0	0	0	0	2	0	0	1	
ofav31428	0	3	0	0	0	0	0	1	0	0	0	
ofav31439	0	0	94	0	0	0	0	124	0	1	72	
ofav31442	0	0	1	0	0	0	0	1	0	0	5	
ofav31457	0	0	0	0	0	0	0	0	0	0	1	
ofav31467	0	0	6	0	0	0	0	14	0	1	8	
ofav31481	0	0	0	0	0	0	0	0	0	0	1	
ofav31482	0	0	11	0	0	0	0	9	0	0	8	
ofav31492	0	0	9	0	0	0	0	4	0	0	13	
ofav31521	0	0	5	0	0	0	0	2	0	0	8	
ofav31533	29	0	157	0	0	0	0	124	0	4	112	
ofav31540	0	0	3	0	0	0	0	8	0	1	1	
ofav31548	2	2	27	0	0	0	0	27	0	3	25	
ofav31549	1	2	21	0	0	0	0	38	0	0	32	
ofav31559	0	0	11	0	0	0	0	4	0	0	7	
ofav3156	0	0	17	0	0	0	0	20	0	0	23	
ofav31560	0	1	13	0	0	0	0	1	0	1	3	
ofav31561	0	0	0	0	0	0	0	0	0	0	2	
ofav31562	2	0	3	0	0	0	0	6	0	2	18	
ofav31563	2	0	133	0	0	0	0	183	0	10	279	
ofav31564	0	0	3	0	0	0	0	0	0	0	1	
ofav31571	2	0	2	0	0	0	0	9	0	0	3	
ofav31581	9	7	99	0	0	0	0	93	0	2	92	
ofav31588	0	0	2	0	0	0	0	0	0	0	10	
ofav31591	2	0	8	0	0	0	0	4	0	0	4	
ofav31592	0	0	0	0	0	0	0	2	0	0	0	
ofav31593	0	2	67	0	0	0	0	184	0	3	234	
ofav31596	1	0	116	0	0	0	0	73	0	1	114	
ofav31598	0	0	3	0	0	0	0	4	0	0	0	
ofav31600	20	16	238	0	0	0	0	302	0	9	241	
ofav31606	0	0	2	0	0	0	0	1	0	0	0	
ofav31608	0	0	1	0	0	0	0	0	0	0	0	
ofav31617	0	0	8	0	0	0	0	2	0	1	2	
ofav31626	1	0	35	0	0	0	0	30	0	0	49	
ofav31630	0	0	0	0	0	0	0	5	0	0	1	
ofav31631	0	0	1	0	0	0	0	0	0	0	0	
ofav31633	9	1	23	0	0	0	0	48	0	0	40	
ofav31635	1	4	59	0	1	0	0	89	0	2	77	
ofav31638	0	0	6	0	0	0	0	4	0	0	5	
ofav31641	0	0	17	0	0	0	0	18	0	2	30	
ofav31646	4	0	62	0	0	0	0	33	0	3	66	
ofav31647	6	0	137	0	1	0	0	26	0	0	92	
ofav31652	1	1	22	0	0	0	0	31	0	2	43	
ofav31660	0	0	4	0	0	0	0	7	0	0	7	
ofav31662	0	0	9	0	0	0	0	4	0	0	4	
ofav31670	0	1	13	0	0	0	0	23	0	0	25	
ofav31679	11	0	63	0	0	0	0	29	0	0	88	
ofav31686	4	5	71	0	0	1	0	65	0	8	66	
ofav31693	0	0	3	0	0	0	0	5	0	0	1	
ofav31704	0	2	7	0	0	0	0	13	1	0	19	
ofav31706	2	0	33	0	0	0	0	35	0	0	72	
ofav31707	0	0	7	0	0	0	0	5	0	2	18	
ofav31708	0	0	11	0	0	0	0	0	0	0	6	
ofav31710	0	0	13	0	0	0	0	2	0	1	18	
ofav3172	1	1	18	0	0	0	0	15	0	0	24	
ofav31730	3	0	15	0	0	0	0	8	0	0	10	
ofav31732	0	0	10	0	0	0	0	8	0	0	25	
ofav31734	9	4	128	0	0	0	0	132	1	10	164	
ofav31739	6	0	207	0	0	0	0	108	3	3	226	
ofav31743	0	0	1	0	0	0	0	0	0	0	0	
ofav31746	1	10	38	0	0	0	0	36	0	0	41	
ofav31750	12	3	92	0	0	0	0	73	0	4	90	
ofav31754	0	0	6	0	0	0	0	0	0	0	2	
ofav31763	0	0	9	0	0	0	0	13	0	0	4	
ofav31766	1	0	42	0	0	0	0	81	0	0	39	
ofav31767	0	1	16	0	0	0	0	31	0	0	36	
ofav31768	0	0	1	0	0	0	0	0	0	0	1	
ofav31769	4	0	6	0	0	0	0	4	0	0	8	
ofav3177	3	0	23	0	0	1	0	31	0	0	51	
ofav31772	0	0	1	0	0	0	0	1	0	0	2	
ofav31773	10	0	38	0	0	0	0	54	0	1	36	
ofav31782	14	1	131	0	0	0	0	197	0	5	238	
ofav31783	0	0	1	0	0	0	0	0	0	0	5	
ofav31784	3	0	27	0	0	0	0	6	0	0	8	
ofav31785	0	1	7	0	0	0	0	2	0	0	1	
ofav31787	9	0	121	0	0	0	0	94	0	4	113	
ofav31789	5	0	18	0	0	0	0	21	0	8	12	
ofav31796	0	2	7	0	0	0	0	9	0	0	8	
ofav3180	1	0	23	0	0	0	0	14	0	0	13	
ofav31801	1	0	4	0	0	0	0	2	0	0	10	
ofav31802	18	8	33	0	0	0	0	20	0	1	10	
ofav31803	0	0	15	0	1	0	0	40	0	0	48	
ofav31811	0	1	118	0	0	0	0	141	0	1	210	
ofav31812	0	0	0	0	0	0	0	0	0	0	1	
ofav31817	2	0	19	0	0	0	0	39	0	2	42	
ofav31824	0	0	0	0	0	0	0	0	0	0	11	
ofav31827	0	0	1	0	0	0	0	0	0	0	0	
ofav31828	0	0	16	0	0	0	0	22	0	0	26	
ofav31832	0	0	11	0	0	0	0	5	0	0	18	
ofav31834	0	0	11	0	0	0	0	3	0	0	1	
ofav31837	20	12	202	0	0	0	0	215	0	5	178	
ofav3184	0	0	5	0	0	0	0	2	0	0	5	
ofav31840	0	0	10	0	0	0	0	5	0	0	4	
ofav31842	0	0	3	0	0	0	0	0	0	0	3	
ofav31843	24	6	104	0	1	0	0	135	0	5	110	
ofav31852	0	0	3	0	0	0	0	11	0	0	6	
ofav31855	0	3	46	0	0	0	0	96	2	2	86	
ofav31856	0	0	17	0	0	0	0	7	0	0	13	
ofav31860	0	0	0	0	0	0	0	0	0	0	1	
ofav31863	0	0	4	0	0	0	0	1	0	0	3	
ofav31867	0	3	43	0	0	0	0	34	0	2	35	
ofav31877	1	0	6	0	0	0	0	15	0	0	7	
ofav31881	1	0	53	0	0	0	0	27	0	0	53	
ofav31882	0	0	0	0	0	0	0	1	0	0	4	
ofav31885	1	0	6	0	0	0	0	6	0	0	6	
ofav31886	0	0	1	0	0	0	0	1	0	0	0	
ofav31887	0	0	7	0	0	1	0	0	0	0	2	
ofav31891	0	0	10	0	0	0	0	11	0	4	6	
ofav31896	0	2	35	0	0	0	0	16	0	1	50	
